pageid,category,is_bio_like
81228556,Category:Pilibhit district,False
81228556,Category:Protected areas established in 2014,False
81228556,Category:Tiger reserves in Uttar Pradesh,False
81228570,Category:21st-century American LGBTQ people,False
81228570,Category:21st-century American Lutheran bishops,True
81228570,Category:American women religious leaders,False
81228570,Category:Evangelical Lutheran Church in America bishops,True
81228570,Category:LGBTQ Lutheran bishops,True
81228570,Category:LGBTQ people from Florida,True
81228570,Category:Lenoir–Rhyne University alumni,False
81228570,Category:Lesbian Christians,False
81228570,Category:Living people,True
81228570,Category:Lutheran Theological Seminary at Philadelphia alumni,False
81228570,Category:Lutherans from Florida,False
81228570,Category:Lutherans from New York (state),False
81228570,Category:Newberry College alumni,False
81228570,"Category:People from Fernandina Beach, Florida",True
81228570,Category:Women Lutheran bishops,True
81228600,Category:Abandoned drugs,False
81228600,Category:Diketones,False
81228600,Category:Drugs not assigned an ATC code,False
81228600,Category:Experimental anxiolytics,False
81228600,Category:GABAA receptor positive allosteric modulators,False
81228600,Category:Isopropyl compounds,False
81228600,Category:Nonbenzodiazepines,False
81228600,Category:Phenanthrenes,False
81228600,Category:Psychoactive drug stubs,False
81228605,Category:1962 births,True
81228605,Category:Living people,True
81228612,Category:AfC submissions by date/01 October 2025,False
81228612,Category:AfC submissions on living persons,False
81228612,Category:Draft articles,False
81228612,Category:Draft articles on South Asia,False
81228612,Category:Draft articles on biographies,False
81228630,Category:1910 births,True
81228630,Category:1978 deaths,True
81228630,Category:20th-century American pharmacists,False
81228630,Category:Purdue University College of Pharmacy alumni,False
81228630,Category:University of Cincinnati faculty,False
81228630,Category:University of Michigan College of Pharmacy alumni,False
81228659,Category:Species Latin name disambiguation pages,False
81228665,Category:1936 births,True
81228665,Category:2002 deaths,True
81228665,Category:20th-century Pakistani singers,True
81228665,Category:20th-century Pakistani women singers,True
81228665,Category:21st-century Pakistani women singers,True
81228665,Category:Pakistani classical singers,True
81228665,Category:Pakistani ghazal singers,True
81228665,Category:Pashto-language singers,True
81228665,Category:Radio personalities from Lahore,False
81228665,Category:Singers from Lahore,True
81228665,Category:Urdu-language singers,True
81228696,Category:2019 singles,False
81228696,Category:2019 songs,False
81228696,Category:Sanremo Music Festival songs of 2019,False
81228696,Category:Songs in Italian,False
81228696,Category:Ultimo (singer) songs,False
81228697,Category:Hollow Knight character redirects to lists,False
81228705,Category:Rooms,False
81228732,Category:1962 births,True
81228732,Category:Ambassadors of Indonesia to Antigua and Barbuda,False
81228732,Category:Ambassadors of Indonesia to Barbados,False
81228732,Category:Ambassadors of Indonesia to Colombia,False
81228732,Category:Ambassadors of Indonesia to Saint Kitts and Nevis,False
81228732,Category:Diponegoro University alumni,False
81228732,Category:Indonesian diplomats,False
81228732,Category:Indonesian educators,False
81228732,Category:Living people,True
81228732,Category:Padjadjaran University alumni,False
81228732,Category:People from Kudus Regency,True
81228805,Category:Brachionichthyidae,False
81228805,Category:Ray-finned fish subfamilies,False
81228829,Category:Antennariidae,False
81228829,Category:Ray-finned fish subfamilies,False
81228846,Category:Biased ligands,False
81228846,Category:Drugs not assigned an ATC code,False
81228846,Category:GABAA-rho receptor antagonists,False
81228846,Category:GABAA receptor agonists,False
81228846,Category:GABA analogues,False
81228846,Category:Peripherally selective drugs,False
81228846,Category:Piperidines,False
81228846,Category:Sulfonic acids,False
81228846,Category:Zwitterions,False
81228874,Category:Draft articles,False
81228880,Category:1936 births,True
81228880,Category:2025 deaths,True
81228880,Category:Esterházy family,False
81228880,Category:Hungarian Roman Catholics,False
81228880,Category:Princes Esterházy of Galántha,False
81228900,Category:Off-Broadway theaters,False
81228900,Category:Theatres in Manhattan,False
81228981,Category:2025 in Canadian curling,False
81228981,Category:2025 in sports in Alberta,False
81228981,Category:Curling competitions in Alberta,False
81228981,Category:Leduc County,False
81228981,Category:October 2025 sports events in Canada,False
81228981,Category:Tour Challenge,False
81229013,Category:1916 deaths,True
81229013,Category:19th-century women,False
81229013,Category:African-American abolitionists,False
81229013,"Category:People from York, Pennsylvania",True
81229045,Category:Endemic flora of Australia,False
81229045,Category:Flora of Western Australia,False
81229045,Category:Plants described in 1983,False
81229045,Category:Ptilotus,False
81229062,Category:Apartment buildings in Canada,False
81229062,Category:Residential buildings in Saskatchewan,False
81229065,Category:Acanthaceae stubs,False
81229065,Category:Flora of the Americas,False
81229065,Category:NatureServe apparently secure species,False
81229065,Category:Plants described in 1801,False
81229065,Category:Stenandrium,False
81229065,Category:Taxa named by Antonio José Cavanilles,False
81229066,Category:1883 births,True
81229066,Category:1955 deaths,True
81229066,Category:20th-century Arabic-language writers,True
81229066,Category:20th-century Indian Muslims,False
81229066,Category:20th-century Muslim scholars of Islam,False
81229066,Category:20th-century Urdu-language writers,True
81229066,Category:Darul Uloom Nadwatul Ulama alumni,False
81229066,Category:Deobandis,False
81229066,Category:Hanafis,False
81229066,Category:Indian Sunni Muslim scholars of Islam,False
81229066,Category:Iqbal scholars,False
81229066,Category:People from Azamgarh,True
81229120,Category:Acetic acids,False
81229120,Category:Biased ligands,False
81229120,Category:Drugs not assigned an ATC code,False
81229120,Category:GABAA-rho receptor antagonists,False
81229120,Category:GABAA receptor agonists,False
81229120,Category:Histamine,False
81229120,Category:Human metabolites,False
81229120,Category:Imidazoles,False
81229120,Category:Imidazoline receptor modulators,False
81229120,Category:Neurotransmitters,False
81229125,Category:Tamil Nadu politician stubs,False
81229169,Category:Draft AfC submissions,False
81229179,Category:Surnames,False
81229180,Category:Set index articles on molecular formulas,False
81229188,Category:1963 births,True
81229188,Category:Filipino jurists,False
81229188,Category:Living people,True
81229188,Category:University of the Philippines Diliman alumni,False
81229227,Category:2020s Kannada-language films,False
81229227,Category:2025 films,False
81229227,Category:Films set in Karnataka,False
81229227,Category:Indian comedy-drama films,False
81229227,Category:Kannada-language films,False
81229249,Category:Surnames,False
81229251,Category:1956 births,True
81229251,Category:Filipino judges,False
81229251,Category:Living people,True
81229251,Category:San Beda University alumni,False
81229251,Category:St. Paul University alumni,False
81229252,Category:1933 births,True
81229252,Category:1978 deaths,True
81229252,Category:20th-century New Zealand artists,False
81229252,Category:20th-century New Zealand painters,True
81229252,Category:20th-century New Zealand sculptors,True
81229252,Category:Auckland rugby union players,False
81229252,Category:Canterbury rugby union players,False
81229252,Category:Ilam School of Fine Arts alumni,False
81229252,Category:New Zealand modern painters,True
81229252,Category:People from the Southland Region,True
81229257,Category:1913 births,True
81229257,Category:1999 deaths,True
81229257,Category:Slovenian poets,True
81229257,Category:Slovenian writers,True
81229261,Category:1903 births,True
81229261,Category:1973 deaths,True
81229261,Category:20th-century Indian Muslims,False
81229261,Category:20th-century Muslim scholars of Islam,False
81229261,Category:20th-century Urdu-language writers,True
81229261,Category:Darul Uloom Nadwatul Ulama alumni,False
81229261,Category:Deobandis,False
81229261,Category:Hanafis,False
81229261,Category:Indian Sunni Muslim scholars of Islam,False
81229261,Category:People from Uttar Pradesh,True
81229267,Category:21st-century American LGBTQ people,False
81229267,Category:21st-century American dancers,False
81229267,Category:American LGBTQ dancers,False
81229267,Category:American gay entertainers,False
81229267,Category:American gay sportsmen,False
81229267,Category:American male dancers,False
81229267,Category:Dancers from Iowa,False
81229267,Category:Gay dancers,False
81229267,Category:Iowa State Cyclones dancers,False
81229267,Category:LGBTQ people from Iowa,True
81229267,Category:Minnesota Vikings personnel,False
81229267,Category:NFL cheerleaders,False
81229267,"Category:People from Bettendorf, Iowa",True
81229268,Category:2022 manga,False
81229268,Category:Anime series based on manga,False
81229268,Category:Isekai anime and manga,False
81229268,Category:Japanese webcomics,False
81229268,Category:Manga series,False
81229268,Category:Shōjo manga,False
81229268,Category:Tokyopop titles,False
81229268,Category:Webcomics in print,False
81229279,Category:2025 establishments in Mongolia,False
81229279,Category:Coal-fired power stations in Mongolia,False
81229279,Category:Energy infrastructure completed in 2025,False
81229279,Category:Mongolian building and structure stubs,False
81229279,Category:Power station stubs,False
81229279,"Category:Tosontsengel, Zavkhan",False
81229282,Category:21st-century Colombian sportsmen,False
81229282,Category:Colombian athletics biography stubs,False
81229282,Category:Colombian male javelin throwers,False
81229282,Category:Living people,True
81229282,Category:Medalists at the World Para Athletics Championships,False
81229295,Category:2020 in California,False
81229295,Category:2020s missing person cases,False
81229295,Category:Missing person cases in California,False
81229295,Category:September 2020 in the United States,False
81229316,Category:1962 births,True
81229316,Category:Filipino judges,False
81229316,Category:Filipino lawyers,False
81229316,Category:Living people,True
81229319,Category:2025 establishments in the Philippines,False
81229319,Category:Basketball teams established in 2025,False
81229319,Category:Titan Ultra Giant Risers,False
81229366,Category:2017–18 in Turkish basketball,False
81229366,Category:Basketbol Süper Ligi All-Star Game,False
81229430,Category:English-language surnames,False
81229430,Category:English toponymic surnames,False
81229430,Category:Surnames,False
81229434,Category:Ethnonymic surnames,False
81229434,Category:Russian-language surnames,False
81229434,Category:Surnames,False
81229434,Category:Ukrainian-language surnames,False
81229435,Category:2020s Hong Kong television series,False
81229435,Category:2025 Hong Kong television series debuts,False
81229435,Category:Hong Kong drama television series,False
81229435,Category:TVB dramas,False
81229435,Category:TVB original programming,False
81229436,Category:Arthropods of New South Wales,False
81229436,Category:Cicadas of Australia,False
81229436,Category:Cicadidae stubs,False
81229436,Category:Drymopsalta,False
81229436,Category:Endemic fauna of Australia,False
81229436,Category:Insects described in 2013,False
81229436,Category:Insects of Queensland,False
81229436,Category:Taxa named by Anthony Ewart,False
81229436,Category:Taxa named by Lindsay Popple,False
81229454,Category:1992 deaths,True
81229454,Category:20th-century Indian actresses,True
81229454,Category:Actresses in Hindi cinema,True
81229454,Category:Indian film actresses,True
81229471,Category:2025–26 PBA season by team,False
81229471,Category:Titan Ultra Giant Risers seasons,False
81229473,Category:1972 births,True
81229473,Category:Living people,True
81229473,Category:Tamil Nadu MLAs 2016–2021,False
81229531,Category:Lower Horizons Hydroelectric Power Stations System,False
81229531,Category:Trebišnjica,False
81229531,Category:Trebišnjica river damming and regulation controversy,False
81229540,Category:21st-century American LGBTQ people,False
81229540,Category:21st-century American dancers,False
81229540,Category:21st-century people from Minnesota,True
81229540,Category:21st-century people from North Dakota,True
81229540,Category:American LGBTQ dancers,False
81229540,Category:American TikTokers,False
81229540,Category:American gay entertainers,False
81229540,Category:American gay sportsmen,False
81229540,Category:American male dancers,False
81229540,Category:Dancers from Minnesota,False
81229540,Category:Dancers from North Dakota,False
81229540,Category:Entertainers from Minneapolis,False
81229540,Category:Gay dancers,False
81229540,Category:LGBTQ TikTokers,False
81229540,Category:LGBTQ people from Minnesota,True
81229540,Category:LGBTQ people from North Dakota,True
81229540,Category:Living people,True
81229540,Category:Minnesota Vikings personnel,False
81229540,Category:NFL cheerleaders,False
81229540,Category:North Dakota State Bison dancers,False
81229540,"Category:Sportspeople from Fargo, North Dakota",True
81229557,Category:History of the Serbian Army,False
81229557,Category:Lists of military units and formations of Serbia,False
81229557,Category:Serbian–Turkish Wars (1876–1878),False
81229562,Category:Five-thousanders of the Andes,False
81229562,Category:Geography of Boyacá Department,False
81229562,Category:Mountains of Colombia,False
81229575,Category:Armenian dances,False
81229575,Category:Folk dances,False
81229577,Category:2002 compositions,False
81229577,Category:Film music compositions by John Williams,False
81229577,Category:Love themes,False
81229577,Category:Orchestral compositions with chorus,False
81229577,Category:Star Wars: Episode II – Attack of the Clones,False
81229577,Category:Star Wars film music,False
81229581,Category:Benzochromenes,False
81229581,Category:CB1 receptor agonists,False
81229581,Category:CB2 receptor agonists,False
81229581,Category:Cannabinoids,False
81229581,Category:Combination drugs,False
81229581,Category:Medicinal use of cannabis,False
81229581,Category:Phytocannabinoids,False
81229581,Category:Tetrahydrocannabinol,False
81229668,Category:Major League Rugby,False
81229673,Category:Major League Rugby,False
81229753,Category:Beetles described in 1963,False
81229753,Category:Cassidinae,False
81229753,Category:Cassidinae stubs,False
81229753,Category:Insects of New Guinea,False
81229753,Category:Taxa named by Judson Linsley Gressitt,False
81229758,Category:1996 births,True
81229758,Category:21st-century Lithuanian sportsmen,False
81229758,Category:Athletes (track and field) at the 2020 Summer Paralympics,False
81229758,Category:Athletes (track and field) at the 2024 Summer Paralympics,False
81229758,Category:Lithuanian athletics biography stubs,False
81229758,Category:Lithuanian female discus throwers,False
81229758,Category:Living people,True
81229758,Category:Medalists at the World Para Athletics Championships,False
81229758,Category:Paralympic athletes for Lithuania,False
81229759,Category:1964 births,True
81229759,Category:Filipino educators,False
81229759,Category:Filipino lawyers,False
81229759,Category:Living people,True
81229771,Category:1910 births,True
81229771,Category:1954 deaths,True
81229771,Category:20th-century Arabic-language writers,True
81229771,Category:20th-century Indian Muslims,False
81229771,Category:20th-century Muslim scholars of Islam,False
81229771,Category:20th-century Urdu-language writers,True
81229771,Category:Darul Uloom Nadwatul Ulama alumni,False
81229771,Category:Indian Sunni Muslim scholars of Islam,False
81229771,Category:Jamaat-e-Islami politicians,True
81229771,Category:Pakistani Sunni Muslim scholars of Islam,False
81229771,Category:People from Bihar,True
81229773,Category:2000 births,True
81229773,Category:21st-century Canadian sportswomen,False
81229773,Category:Canada women's international rugby union players,False
81229773,Category:Canadian expatriate rugby union players in England,False
81229773,Category:Canadian female rugby union players,False
81229773,Category:Living people,True
81229774,Category:Martyrs' monuments and memorials,False
81229774,"Category:Monuments and memorials in Punjab, India",False
81229774,Category:People executed by British India by hanging,False
81229774,Category:People executed for murdering police officers,False
81229774,Category:Revolutionary movement for Indian independence,False
81229776,Category:Government agencies,False
81229776,Category:Government departments of Jharkhand,False
81229776,Category:Jharkhand,False
81229800,Category:2025 in Ecuador,False
81229800,Category:2025 protests,False
81229800,Category:Political history of Ecuador,False
81229800,Category:Protests in Ecuador,False
81229806,Category:4-Fluorophenyl compounds,False
81229806,Category:Ketones,False
81229806,Category:Nervous system drug stubs,False
81229806,Category:Pyrroles,False
81229806,Category:Pyrrolidines,False
81229811,Category:2017 Japanese novels,False
81229811,Category:2018 Japanese novels,False
81229811,Category:2018 manga,False
81229811,Category:2020 manga,False
81229811,Category:Akita Shoten manga,False
81229811,Category:Anime and manga based on light novels,False
81229811,Category:Comics based on Cinderella,False
81229811,Category:Fantasy anime and manga,False
81229811,Category:Japanese fantasy novels,False
81229811,Category:Japanese romance novels,False
81229811,Category:Light novels,False
81229811,Category:Manga series,False
81229811,Category:Novels based on Cinderella,False
81229811,Category:Novels set in ancient China,False
81229811,Category:Romance anime and manga,False
81229811,Category:Shōjo manga,False
81229811,Category:Television shows based on Cinderella,False
81229811,Category:Upcoming anime television series,False
81229825,Category:Flora of China,False
81229825,Category:Flora of India (region),False
81229825,Category:Flora of Indo-China,False
81229825,Category:Plants described in 1834,False
81229825,Category:Primulaceae,False
81229825,Category:Primulaceae stubs,False
81229826,Category:American cuisine,False
81229826,Category:Catering,False
81229826,Category:Food and drink culture,False
81229826,Category:Food and drink in the United States,False
81229826,Category:Food markets,False
81229826,Category:Food processing industry in the United States,False
81229826,Category:Food trucks,False
81229826,Category:History of food and drink,False
81229826,Category:Hospitality industry,False
81229826,Category:Popular culture,False
81229826,Category:Restaurants by type,False
81229826,Category:Small business,False
81229826,Category:Street food,False
81229826,Category:Trailers,False
81229826,Category:Urban culture,False
81229840,Category:2025 Women's FIH Hockey Junior World Cup,False
81229840,Category:Women's Hockey Junior World Cup squads,False
81229844,Category:Wunsiedel (district),False
81229847,Category:Animals described in 1897,False
81229847,Category:Annelids,False
81229847,Category:Fauna of the Pacific Ocean,False
81229852,Category:2025 songs,False
81229852,Category:Kanye West songs,False
81229852,Category:Song recordings produced by Digital Nas,False
81229852,Category:Songs written by Fat Money,False
81229852,Category:Songs written by Kanye West,False
81229852,Category:Songs written by Vory,False
81229868,Category:1975 births,True
81229868,Category:Polish film editors,False
81229868,Category:University of Łódź alumni,False
81229868,Category:Łódź Film School alumni,False
81229892,Category:1969 births,True
81229892,Category:Justices of the Sandiganbayan,False
81229892,Category:Living people,True
81229895,Category:Beetles described in 1963,False
81229895,Category:Cassidinae,False
81229895,Category:Cassidinae stubs,False
81229895,Category:Insects of New Guinea,False
81229895,Category:Taxa named by Judson Linsley Gressitt,False
81229912,Category:2024 live albums,False
81229912,Category:The War on Drugs (band) albums,False
81229914,Category:Endemic flora of New Zealand,False
81229914,Category:Plant stubs,False
81229914,Category:Polypodiaceae,False
81229918,Category:2014 singles,False
81229918,Category:2014 songs,False
81229918,Category:Film theme songs,False
81229918,Category:Jolin Tsai songs,False
81229918,Category:Warner Music Group singles,False
81229920,Category:2020s Chinese films,False
81229920,Category:2020s Hong Kong films,False
81229920,Category:2020s Italian films,False
81229920,Category:2020s Mandarin-language films,False
81229920,Category:2020s Thai-language films,False
81229920,Category:2025 drama films,False
81229920,Category:2025 films,False
81229920,Category:Hong Kong historical drama films,False
81229920,Category:Italian historical drama films,False
81229920,Category:Malay-language films,False
81229920,Category:Malaysian historical drama films,False
81229920,Category:Saudi Arabian drama films,False
81229920,Category:Upcoming films,False
81229932,Category:Angelos Sikelianos,False
81229934,Category:Anti-communism in China,False
81229934,Category:Chiang Kai-shek,False
81229934,Category:Chinese nationalism,False
81229934,Category:Government of the Republic of China,False
81229934,Category:Paramilitary organizations based in China,False
81229934,Category:Politics of the Republic of China,False
81229939,Category:Beetles described in 1869,False
81229939,Category:Cassidinae,False
81229939,Category:Cassidinae stubs,False
81229939,Category:Insects of New Guinea,False
81229949,Category:Beetles described in 1869,False
81229949,Category:Cassidinae,False
81229949,Category:Cassidinae stubs,False
81229951,Category:2020 Japanese novels,False
81229951,Category:2021 manga,False
81229951,Category:Anime and manga about reincarnation,False
81229951,Category:Anime and manga based on light novels,False
81229951,Category:Fantasy anime and manga,False
81229951,Category:Japanese fantasy novels,False
81229951,Category:Japanese webcomics,False
81229951,Category:Kadokawa Shoten manga,False
81229951,Category:Light novels,False
81229951,Category:Light novels first published online,False
81229951,Category:Manga series,False
81229951,Category:Novels about reincarnation,False
81229951,Category:Shōjo manga,False
81229951,Category:Shōsetsuka ni Narō,False
81229951,Category:Villainess anime and manga,False
81229951,Category:Webcomics in print,False
81229954,Category:Beetles described in 1869,False
81229954,Category:Cassidinae,False
81229954,Category:Cassidinae stubs,False
81229967,Category:2016 singles,False
81229967,Category:2016 songs,False
81229967,Category:Alesso songs,False
81229967,Category:Cover songs,False
81229967,Category:Jolin Tsai songs,False
81229967,Category:Song recordings produced by Alesso,False
81229971,Category:2028 Men's T20 World Cup qualification,False
81229982,Category:Surnames,False
81229986,Category:Financial economists,False
81230007,Category:19th-century Roman Catholics,False
81230007,Category:19th-century Spanish businesspeople,False
81230007,Category:19th-century Spanish lawyers,False
81230007,Category:19th-century Spanish politicians,True
81230007,Category:19th-century newspaper founders,False
81230007,Category:19th-century newspaper publishers (people),False
81230007,Category:20th-century Catalan people,False
81230007,Category:20th-century Spanish businesspeople,False
81230007,Category:20th-century Spanish lawyers,False
81230007,Category:20th-century Spanish linguists,False
81230007,Category:20th-century Spanish politicians,True
81230007,Category:20th-century newspaper founders,False
81230007,Category:20th-century newspaper publishers (people),False
81230007,Category:Businesspeople from Catalonia,True
81230007,Category:Carlists,False
81230007,Category:Catalan Roman Catholics,False
81230007,Category:FET y de las JONS politicians,True
81230007,Category:Francoists,False
81230007,Category:Grand Cross of the Order of Civil Merit,False
81230007,Category:Lawyers from Barcelona,False
81230007,Category:Lawyers from Catalonia,False
